Name,City,Country,IATAFAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST
Idaho Falls Rgnl,"Idaho Falls",United States,IDA,KIDA,43.514556,-112.07075,4744,-7,A
Hewanorra Intl,"Hewandorra",Saint Lucia,UVF,TLPL,13.733194,-60.952597,14,-4,U
University Park Airport,"State College Pennsylvania",United States,SCE,KUNV,40.849278,-77.848694,1239,-5,A
Mbs Intl,"Saginaw",United States,MBS,KMBS,43.532913,-84.079647,668,-5,A
Lincoln,"Lincoln",United States,LNK,KLNK,40.850971,-96.75925,1219,-6,A
Bethel,"Bethel",United States,BET,PABE,60.779778,-161.838,121,-9,A
Lisboa,"Lisbon",Portugal,LIS,LPPT,38.781311,-9.135919,374,0,E
Brisbane Intl,"Brisbane",Australia,BNE,YBBN,-27.384167,153.1175,13,10,O
Schwechat,"Vienna",Austria,VIE,LOWW,48.110278,16.569722,600,1,E
General Rafael Buelna Intl,"Mazatlan",Mexico,MZT,MMMZ,23.161356,-106.266072,38,-7,S
Queen Alia Intl,"Amman",Jordan,AMM,OJAI,31.722556,35.993214,2395,2,E
Elmira Corning Rgnl,"Elmira",United States,ELM,KELM,42.159889,-76.891611,954,-5,A
Capital City,"Lansing",United States,LAN,KLAN,42.7787,-84.587357,861,-5,A
Victoria Intl,"Victoria",Canada,YYJ,CYYJ,48.646944,-123.425833,63,-8,A
San Luis County Regional Airport,"San Luis Obispo",United States,SBP,KSBP,35.2368,-120.642,212,-8,A
Craven Co Rgnl,"New Bern",United States,EWN,KEWN,35.072972,-77.042944,18,-5,A
Hato,"Willemstad",Netherlands Antilles,CUR,TNCC,12.188853,-68.959803,29,-4,U
Erie Intl Tom Ridge Fld,"Erie",United States,ERI,KERI,42.082022,-80.176217,733,-5,A
Grand Bahama Intl,"Freeport",Bahamas,FPO,MYGF,26.558686,-78.695553,7,-5,U
Kalamazoo,"Kalamazoo",United States,AZO,KAZO,42.234875,-85.552058,874,-5,A
Ithaca Tompkins Rgnl,"Ithaca",United States,ITH,KITH,42.491028,-76.458444,1099,-5,A
Rochester,"Rochester",United States,RST,KRST,43.908283,-92.500014,1317,-6,A
Alfonso Bonilla Aragon Intl,"Cali",Colombia,CLO,SKCL,3.543222,-76.381583,3162,-5,U
Faa\\'a International,"Papeete",French Polynesia,PPT,NTAA,-17.556667,-149.611389,7,-10,U
Laredo Intl,"Laredo",United States,LRD,KLRD,27.54375,-99.461556,508,-6,A
Grand Forks Intl,"Grand Forks",United States,GFK,KGFK,47.949256,-97.176111,845,-6,A
Nantucket Mem,"Nantucket",United States,ACK,KACK,41.253053,-70.060181,48,-5,A
Laughlin-Bullhead Intl,"Bullhead",United States,IFP,IFP,35.1574,-114.56,695,-7,A
Kuwait Intl,"Kuwait",Kuwait,KWI,OKBK,29.226567,47.968928,206,3,U
Tri State Milton J Ferguson Field,"Huntington",United States,HTS,KHTS,38.3667,-82.558,828,-5,A
V C Bird Intl,"Antigua",Antigua and Barbuda,ANU,TAPA,17.136749,-61.792667,62,-4,U
Greater Binghamton Edwin A Link Fld,"Binghamton",United States,BGM,KBGM,42.208689,-75.979839,1636,-5,A
Meadows Fld,"Bakersfield",United States,BFL,KBFL,35.433598,-119.05677,507,-8,A
Yampa Valley,"Hayden",United States,HDN,KHDN,40.481181,-107.21766,6602,-7,A
Quebec Jean Lesage Intl,"Quebec",Canada,YQB,CYQB,46.791111,-71.393333,244,-5,A
LaCrosse Municipal,"LaCrosse",United States,LSE,KLSE,43.878986,-91.256711,654,-6,A
Tegel,"Berlin",Germany,TXL,EDDT,52.559686,13.287711,122,1,E
Glasgow,"Glasgow",United Kingdom,GLA,EGPF,55.871944,-4.433056,26,0,E
Toncontin Intl,"Tegucigalpa",Honduras,TGU,MHTG,14.060883,-87.217197,3294,-6,U
Ketchikan Intl,"Ketchikan",United States,KTN,PAKT,55.355556,-131.71375,88,-9,A
Monroe Rgnl,"Monroe",United States,MLU,KMLU,32.510864,-92.037689,79,-6,A
Venezia Tessera,"Venice",Italy,VCE,LIPZ,45.505278,12.351944,7,1,E
Montrose Regional Airport,"Montrose CO",United States,MTJ,KMTJ,38.509794,-107.894242,5759,-7,A
Helena Rgnl,"Helena",United States,HLN,KHLN,46.606806,-111.98275,3877,-7,A
Mercedita,"Ponce",Puerto Rico,PSE,TJPS,18.008306,-66.563028,29,-4,U
Cheddi Jagan Intl,"Georgetown",Guyana,GEO,SYCJ,6.498553,-58.254119,95,-4,U
Charles M Schulz Sonoma Co,"Santa Rosa",United States,STS,KSTS,38.508978,-122.81288,125,-8,A
Lynchburg Regional Preston Glenn Field,"Lynchburg",United States,LYH,KLYH,37.3267,-79.2004,938,-5,A
Terrance B Lettsome Intl,"Roadtown/beef Island",British Virgin Islands,EIS,TUPJ,18.444834,-64.542975,15,-4,U
Branson LLC,"Branson",United States,BKG,KBBG,36.531994,-93.200556,1302,-6,A
Molokai,"Molokai",United States,MKK,PHMK,21.152886,-157.096256,454,-10,N
Arcata,"Arcata CA",United States,ACV,KACV,40.978111,-124.108611,221,-8,A
Minot Intl,"Minot",United States,MOT,KMOT,48.259378,-101.280333,1716,-6,A
General Francisco J Mujica Intl,"Morelia",Mexico,MLM,MMMM,19.849944,-101.0255,6033,-6,S
Suvarnabhumi Intl,"Bangkok",Thailand,BKK,VTBS,13.681108,100.747283,5,7,U
Toledo,"Toledo",United States,TOL,KTOL,41.586806,-83.807833,684,-5,A
Champaign,"Champaign",United States,CMI,KCMI,40.03925,-88.278056,754,-6,A
Plattsburgh Intl,"Plattsburgh",United States,PBG,KPBG,44.650944,-73.468139,234,-5,A
Natrona Co Intl,"Casper",United States,CPR,KCPR,42.908,-106.464417,5347,-7,A
Fort Smith Rgnl,"Fort Smith",United States,FSM,KFSM,35.336583,-94.367444,469,-6,A
Brownsville South Padre Island Intl,"Brownsville",United States,BRO,KBRO,25.906833,-97.425861,22,-6,A
Gardermoen,"Oslo",Norway,OSL,ENGM,60.193917,11.100361,681,1,E
Florence Rgnl,"Florence",United States,FLO,KFLO,34.185361,-79.723889,146,-5,A
Chicago Rockford International Airport ,"Rockford",United States,RFD,KRFD,42.1953611,-89.0972222,742,-6,A
Kenai Muni,"Kenai",United States,ENA,PAEN,60.573111,-151.245,99,-9,A
Ixtapa Zihuatanejo Intl,"Zihuatanejo",Mexico,ZIH,MMZH,17.601569,-101.460536,26,-6,S
Saskatoon J G Diefenbaker Intl,"Saskatoon",Canada,YXE,CYXE,52.170834,-106.699722,1653,-6,N
Kodiak,"Kodiak",United States,ADQ,PADQ,57.749967,-152.493856,78,-9,A
Yuma Mcas Yuma Intl,"Yuma",United States,YUM,KYUM,32.656578,-114.60598,216,-7,N
Edinburgh,"Edinburgh",United Kingdom,EDI,EGPH,55.95,-3.3725,135,0,E
Hilton Head,"Hilton Head",United States,HHH,KHHH,32.216,-80.752,10,-5,U
Nadi Intl,"Nandi",Fiji,NAN,NFFN,-17.755392,177.443378,59,12,U
Helsinki Vantaa,"Helsinki",Finland,HEL,EFHK,60.317222,24.963333,179,2,E
Abilene Rgnl,"Abilene",United States,ABI,KABI,32.411319,-99.681897,1791,-6,A
Tyler Pounds Rgnl,"Tyler",United States,TYR,KTYR,32.354139,-95.402386,544,-6,A
Easterwood Fld,"College Station",United States,CLL,KCLL,30.588583,-96.363833,321,-6,A
Regina Intl,"Regina",Canada,YQR,CYQR,50.431944,-104.665833,1894,-6,N
Robert L Bradshaw,"Basse Terre",Saint Kitts and Nevis,SKB,TKPK,17.311194,-62.718667,170,-4,U
Eduardo Gomes Intl,"Manaus",Brazil,MAO,SBEG,-3.038611,-60.049721,264,-4,S
Kotoka Intl,"Accra",Ghana,ACC,DGAA,5.605186,-0.166786,205,0,N
Ruzyne,"Prague",Czech Republic,PRG,LKPR,50.100833,14.26,1247,1,E
Grand Canyon National Park Airport,"Grand Canyon",United States,GCN,KGCN,35.9523611,-112.1469722,6609,-7,N
Rafael Nunez,"Cartagena",Colombia,CTG,SKCG,10.442381,-75.512961,4,-5,U
Lake Charles Rgnl,"Lake Charles",United States,LCH,KLCH,30.126112,-93.223335,15,-6,A
Salisbury Ocean City Wicomico Rgnl,"Salisbury",United States,SBY,KSBY,38.340525,-75.510289,52,-5,A
Sitka Rocky Gutierrez,"Sitka",United States,SIT,PASI,57.047138,-135.361611,21,-9,A
Flagstaff Pulliam Airport,"Flagstaff",United States,FLG,KFLG,35.140318,-111.6692392,7015,-7,N
Lawton-Fort Sill Regional Airport,"Lawton",United States,LAW,KLAW,34.5677144,-98.4166367,1110,-6,A
Ernesto Cortissoz,"Barranquilla",Colombia,BAQ,SKBQ,10.889589,-74.780819,98,-5,U
Pitt-Greenville Airport,"Greenville",United States,PGV,KPGV,35.635278,-77.385278,27,-5,A
Murtala Muhammed,"Lagos",Nigeria,LOS,DNMM,6.577369,3.321156,135,1,N
Lewiston Nez Perce Co,"Lewiston",United States,LWS,KLWS,46.3745,-117.015389,1442,-8,A
Tokyo Intl,"Tokyo",Japan,HND,RJTT,35.552258,139.779694,35,9,U
Boryspil Intl,"Kiev",Ukraine,KBP,UKBB,50.345,30.894722,427,2,E
Viru Viru Intl,"Santa Cruz",Bolivia,VVI,SLVR,-17.644756,-63.135364,1225,-4,U
Tunica Municipal Airport,"Tunica",United States,UTM,KUTA,34.681,-90.3467,194,-6,A
Waco Rgnl,"Waco",United States,ACT,KACT,31.611289,-97.230519,516,-6,A
Domododevo,"Moscow",Russia,DME,UUDD,55.408611,37.906111,588,4,N
Columbus Metropolitan Airport,"Columbus",United States,CSG,KCSG,32.5163333,-84.9388611,397,-5,A
Stuttgart,"Stuttgart",Germany,STR,EDDS,48.689878,9.221964,1276,1,E
Panama City Bay Co Intl,"Panama City",United States,PFN,KPFN,30.212083,-85.682806,20,-6,A
Bole Intl,"Addis Ababa",Ethiopia,ADD,HAAB,8.977889,38.799319,7656,3,U
Ralph Wien Mem,"Kotzebue",United States,OTZ,PAOT,66.884678,-162.59855,11,-9,A
Abraham Lincoln Capital,"Springfield",United States,SPI,KSPI,39.8441,-89.677889,597,-6,A
Birmingham,"Birmingham",United Kingdom,BHX,EGBB,52.453856,-1.748028,327,0,E
Sawyer International Airport,"Marquette",United States,MQT,KMQT,46.353611,-87.395278,1221,-5,A
Charlotte County-Punta Gorda Airport,"Punta Gorda",United States,PGD,KPGD,26.919722,-81.990556,26,-5,A
Nome,"Nome",United States,OME,PAOM,64.512203,-165.445247,37,-9,A
Mohammed V Intl,"Casablanca",Morocco,CMN,GMMN,33.367467,-7.589967,656,0,N
San Angelo Rgnl Mathis Fld,"San Angelo",United States,SJT,KSJT,31.35775,-100.496306,1919,-6,A
Redding Muni,"Redding",United States,RDD,KRDD,40.509,-122.293389,504,-8,A
Orly,"Paris",France,ORY,LFPO,48.725278,2.359444,291,1,E
Kelowna,"Kelowna",Canada,YLW,CYLW,49.956112,-119.377778,1409,-8,A
General Juan N Alvarez Intl,"Acapulco",Mexico,ACA,MMAA,16.757061,-99.753953,16,-6,S
Friedman Mem,"Hailey",United States,SUN,KSUN,43.504444,-114.296194,5320,-7,A
La Chinita Intl,"Maracaibo",Venezuela,MAR,SVMC,10.558208,-71.727856,235,-4,U
Yakima Air Terminal McAllister Field,"Yakima",United States,YKM,KYKM,46.5682,-120.544,1095,-8,A
Hamburg,"Hamburg",Germany,HAM,EDDH,53.630389,9.988228,53,1,E
Cote D Azur,"Nice",France,NCE,LFMN,43.658411,7.215872,12,1,E
Wendover,"Wendover",United States,ENV,KENV,40.718694,-114.030889,4237,-7,A
Stockton Metropolitan,"Stockton",United States,SCK,KSCK,37.894167,-121.238306,33,-8,A
Aldergrove,"Belfast",United Kingdom,BFS,EGAA,54.6575,-6.215833,268,0,E
Scappoose Industrial Airpark,"San Luis",United States,SPB,KSPB,45.771028,-122.861833,58,-8,A
Santa Maria Pub Cpt G Allan Hancock Airport,"Santa Maria",United States,SMX,KSMX,34.8989,-120.457,261,-8,A
Christiansted Harbor Seaplane Base,"Christiansted",Virgin Islands,SSB,,17.747222,-64.705,0,-4,A
Baiyun Intl,"Guangzhou",China,CAN,ZGGG,23.392436,113.298786,50,8,U
Pangborn Field,"Wenatchee",United States,EAT,KEAT,47.398,-120.206,1249,-8,A
Lanai,"Lanai",United States,LNY,PHNY,20.785611,-156.951419,1308,-10,N
Santa Fe Muni,"Santa Fe",United States,SAF,KSAF,35.617108,-106.089422,6348,-7,A
Licenciado Adolfo Lopez Mateos Intl,"Toluca",Mexico,TLC,MMTO,19.337072,-99.566008,8466,-6,S
Ahmedabad,"Ahmedabad",India,AMD,VAAH,23.077242,72.63465,189,5.5,N
Pago Pago Intl,"Pago Pago",American Samoa,PPG,NSTU,-14.331,-170.7105,32,-11,U
Martha\\'s Vineyard,"Vineyard Haven MA",United States,MVY,KMVY,41.391667,-70.615278,67,-5,A
Bristol,"Bristol",United Kingdom,BRS,EGGD,51.382669,-2.719089,622,0,E
London,"London",Canada,YXU,CYXU,43.033056,-81.151111,912,-5,A
Carrasco Intl,"Montevideo",Uruguay,MVD,SUMU,-34.838417,-56.030806,105,-3,S
Manhattan Reigonal,"Manhattan",United States,MHK,KMHK,39.140972,-96.670833,1057,-6,A
Valdosta Regional Airport,"Valdosta",United States,VLD,KVLD,30.7825,-83.2767,203,-5,A
Dothan Rgnl,"Dothan",United States,DHN,KDHN,31.321339,-85.449628,401,-6,A
North Las Vegas Airport,"Las Vegas",United States,VGT,,36.2106944,-115.1944444,2205,-7,U
Wiley Post Will Rogers Mem,"Barrow",United States,BRW,PABR,71.285446,-156.766003,44,-9,A
Kapalua,"Lahania-kapalua",United States,JHM,PHJH,20.962936,-156.673031,256,-10,A
Licenciado Manuel Crescencio Rejon Int,"Merida",Mexico,MID,MMMD,20.936981,-89.657672,38,-6,S
Fernando Luis Ribas Dominicci,"San Juan",Puerto Rico,SIG,TJIG,18.456828,-66.098139,10,-4,U
Roswell Intl Air Center,"Roswell",United States,ROW,KROW,33.301556,-104.530556,3671,-7,A
St George Muni,"Saint George",United States,SGU,KSGU,37.090583,-113.593056,2941,-7,A
El Alto Intl,"La Paz",Bolivia,LPB,SLLP,-16.513339,-68.192256,13325,-4,U
Sheppard Afb Wichita Falls Muni,"Wichita Falls",United States,SPS,KSPS,33.988797,-98.491894,1019,-6,A
Columbia Rgnl,"Columbia",United States,COU,KCOU,38.818094,-92.219631,889,-6,A
Barnstable Muni Boardman Polando Fld,"Barnstable",United States,HYA,KHYA,41.669336,-70.280356,55,-5,A
Deadhorse,"Deadhorse",United States,SCC,PASC,70.19475,-148.465167,64,-9,A
Marsh Harbour,"Marsh Harbor",Bahamas,MHH,MYAM,26.511406,-77.083472,6,-5,U
Fukuoka,"Fukuoka",Japan,FUK,RJFF,33.585942,130.450686,32,9,U
Point Salines Intl,"Point Salines",Grenada,GND,TGPY,12.004247,-61.786192,41,-4,U
Central Nebraska Regional Airport,"Grand Island",United States,GRI,KGRI,40.9675,-98.3096,1847,-6,A
Pullman-Moscow Rgnl,"Pullman",United States,PUW,KPUW,46.743861,-117.109583,2556,-8,A
Gunnison - Crested Butte,"Gunnison",United States,GUC,KGUC,38.533889,-106.933056,7678,-7,A
Tweed-New Haven Airport,"New Haven",United States,HVN,KHVN,41.26375,-72.886806,14,-5,A
Ferihegy,"Budapest",Hungary,BUD,LHBP,47.436933,19.255592,495,1,E
General Leobardo C Ruiz Intl,"Zacatecas",Mexico,ZCL,MMZC,22.897112,-102.68689,7141,-6,S
Golden Triangle Regional Airport,"Columbus Mississippi",United States,GTR,KGTR,33.450333,-88.591361,264,-6,A
General Ignacio P Garcia Intl,"Hermosillo",Mexico,HMO,MMHO,29.095858,-111.047858,627,-7,S
Fort Collins Loveland Muni,"F",United States,FNL,KFNL,40.451828,-105.011336,5016,-7,A
King Salmon,"King Salmon",United States,AKN,PAKN,58.676778,-156.649278,68,-9,A
Southwest Georgia Regional Airport,"Albany",United States,ABY,KABY,31.5355,-84.1945,197,-5,A
Vieques Airport,"Vieques Island",Puerto Rico,VQS,TJCG,18.1158,-65.4227,19,-4,U
Allama Iqbal Intl,"Lahore",Pakistan,LHE,OPLA,31.521564,74.403594,712,5,U
Tancredo Neves Intl,"Belo Horizonte",Brazil,CNF,SBCF,-19.63375,-43.968856,2715,-3,S
Ponciano Arriaga Intl,"San Luis Potosi",Mexico,SLP,MMSP,22.254303,-100.930806,6035,-6,S
Dubuque Rgnl,"Dubuque IA",United States,DBQ,KDBQ,42.402,-90.709472,1076,-6,A
Magic Valley Regional Airport,"Twin Falls",United States,TWF,KTWF,42.481803,-114.487733,4151,-7,A
Leopold Sedar Senghor Intl,"Dakar",Senegal,DKR,GOOY,14.739708,-17.490225,85,0,N
Boeing Fld King Co Intl,"Seattle",United States,BFI,KBFI,47.53,-122.301947,21,-8,A
Playa De Oro Intl,"Manzanillo",Mexico,ZLO,MMZO,19.144778,-104.558631,30,-6,S
Dillingham,"Dillingham",United States,DLG,PADL,59.044667,-158.5055,74,-9,A
Presidente Juscelino Kubitschek,"Brasilia",Brazil,BSB,SBBR,-15.8711,-47.918625,3479,-3,S
Jesus Teran Intl,"Aguascalientes",Mexico,AGU,MMAS,21.705558,-102.317858,6112,-6,S
Brunswick Golden Isles Airport,"Brunswick",United States,BQK,KBQK,31.2588,-81.4665,26,-5,A
Ponta Delgada,"Ponta Delgada",Portugal,PDL,LPPD,37.741184,-25.69787,259,-1,E
Gillette-Campbell County Airport,"Gillette",United States,GCC,KGCC,44.3489167,-105.5393611,4365,-7,A
Juan Manuel Galvez Intl,"Roatan",Honduras,RTB,MHRO,16.316814,-86.522961,18,-6,U
Hyderabad,"Hyderabad",India,HYD,VOHY,17.453117,78.467586,1742,5.5,N
Babelthuap,"Babelthuap",Palau,ROR,PTRO,7.367303,134.544278,176,9,U
Walla Walla Regional Airport,"Walla Walla",United States,ALW,KALW,46.0949,-118.288,1191,-8,A
Youngstown Warren Rgnl,"Youngstown",United States,YNG,KYNG,41.260736,-80.679097,1196,-5,A
Yellowstone Rgnl,"Cody",United States,COD,KCOD,44.520194,-109.023806,5102,-7,A
Boulder City Municipal Airport,"Boulder City",United States,BLD,KBVU,35.5651,-114.514,2201,-8,U
Texarkana Rgnl Webb Fld,"Texarkana",United States,TXK,KTXK,33.453722,-93.991028,390,-6,A
Unalaska,"Unalaska",United States,DUT,PADU,53.900139,-166.5435,22,-9,A
McClellan-Palomar Airport,"Carlsbad",United States,CLD,KCRQ,33.0742,-117.1648,328,-8,A
Balice,"Krakow",Poland,KRK,EPKK,50.077731,19.784836,791,1,E
General R Fierro Villalobos Intl,"Chihuahua",Mexico,CUU,MMCU,28.702875,-105.964567,4462,-6,S
Sioux Gateway Col Bud Day Fld,"Sioux City",United States,SUX,KSUX,42.402603,-96.384367,1098,-6,A
Bert Mooney Airport,"Butte",United States,BTM,KBTM,45.954806,-112.497472,5550,-7,A
Guararapes Gilberto Freyre Intl,"Recife",Brazil,REC,SBRF,-8.126794,-34.923039,33,-3,S
Homer,"Homer",United States,HOM,PAHO,59.645556,-151.476583,84,-9,A
Porto,"Porto",Portugal,OPO,LPPR,41.248055,-8.681389,228,0,E
Rhinelander Oneida County Airport,"Rhinelander",United States,RHI,KRHI,45.6312,-89.4675,1624,-6,A
Matecana,"Pereira",Colombia,PEI,SKPE,4.812675,-75.739519,4416,-5,U
Modesto City Co Harry Sham,"Modesto",United States,MOD,KMOD,37.625817,-120.954422,97,-8,A
Flamingo,"Kralendijk",Netherlands Antilles,BON,TNCB,12.131044,-68.268511,20,-4,U
Exuma Intl,"Great Exuma",Bahamas,GGT,MYEF,23.562631,-75.877958,9,-5,U
Pisa,"Pisa",Italy,PSA,LIRP,43.683917,10.39275,6,1,E
Deputado Luis Eduardo Magalhaes,"Salvador",Brazil,SSA,SBSV,-12.910994,-38.331044,64,-3,S
Fagali\\'i,"Apia",Samoa,FGI,NSFI,-13.84861111,-171.74083333,25,-11,U
Southwest Oregon Regional Airport,"North Bend",United States,OTH,KOTH,43.4171,-124.246,17,-8,A
Waterloo Regional Airport,"Waterloo",United States,ALO,KALO,42.5571,-92.4003,873,-6,A
Chico Muni,"Chico",United States,CIC,KCIC,39.795383,-121.858422,238,-8,A
Pellston Regional Airport of Emmet County Airport,"Pellston",United States,PLN,KPLN,45.5709,-84.7967,720,-5,A
Le Raizet,"Pointe-a-pitre",Guadeloupe,PTP,TFFR,16.265306,-61.531806,36,-4,U
Niagara Falls Intl,"Niagara Falls",United States,IAG,KIAG,43.107333,-78.946194,589,-5,A
Rota Intl,"Rota",Northern Mariana Islands,ROP,PGRO,14.174308,145.242536,607,10,U
Torreon Intl,"Torreon",Mexico,TRC,MMTC,25.568278,-103.410583,3688,-6,S
Williamsport Rgnl,"Williamsport",United States,IPT,KIPT,41.241836,-76.921094,529,-5,A
Klamath Falls Airport,"Klamath Falls",United States,LMT,KLMT,42.1561,-121.733,4095,-8,A
Gimhae Intl,"Busan",South Korea,PUS,RKPK,35.179528,128.938222,6,9,U
Bemidji Regional Airport,"Bemidji",United States,BJI,KBJI,47.510722,-94.934722,1391,-6,A
King Abdulaziz Intl,"Jeddah",Saudi Arabia,JED,OEJN,21.679564,39.156536,48,3,U
Elko Regional Airport,"Elko",United States,EKO,KEKO,40.8249,-115.792,5140,-8,A
Rock Springs Sweetwater County Airport,"Rock Springs",United States,RKS,KRKS,41.5942,-109.065,6760,-7,A
Mammoth Yosemite Airport,"Mammoth Lakes",United States,MMH,KMMH,37.624049,-118.837772,7128,-8,A
Houghton County Memorial Airport,"Hancock",United States,CMX,KCMX,47.1684,-88.4891,1095,-5,A
East Texas Rgnl,"Longview",United States,GGG,KGGG,32.384014,-94.711486,365,-6,A
Cheyenne Rgnl Jerry Olson Fld,"Cheyenne",United States,CYS,KCYS,41.155722,-104.811839,6156,-7,A
Pocatello Regional Airport,"Pocatello",United States,PIH,KPIH,42.9098,-112.596,4452,-7,A
Chennai Intl,"Madras",India,MAA,VOMM,12.994414,80.180517,52,5.5,N
Aberdeen Regional Airport,"Aberdeen",United States,ABR,KABR,45.4491,-98.4218,1302,-6,A
Queretaro Intercontinental,"Queretaro",Mexico,QRO,MMQT,20.617289,-100.185658,6296,-6,S
Barkley Regional Airport,"PADUCAH",United States,PAH,KPAH,37.0602875,-88.7729583,410,-6,A
North Eleuthera,"North Eleuthera",Bahamas,ELH,MYEH,25.474861,-76.683489,13,-5,U
Tinian Intl,"West Tinian",Northern Mariana Islands,TIQ,PGWT,14.999203,145.61935,271,10,U
Kenmore Air Harbor Seaplane Base,"Seattle",United States,LKE,KW55,47.629,-122.339,14,-7,A
Frank Pais Intl,"Holguin",Cuba,HOG,MUHG,20.785589,-76.315108,361,-5,U
Chippewa Valley Regional Airport,"Eau Claire",United States,EAU,KEAU,44.8658,-91.4843,913,-6,A
Casa De Campo Intl,"La Romana",Dominican Republic,LRM,MDLR,18.450711,-68.911833,240,-4,U
Southeast Texas Rgnl,"Beaumont",United States,BPT,KBPT,29.950833,-94.020694,15,-6,A
El Eden,"Armenia",Colombia,AXM,SKAR,4.452775,-75.766447,3990,-5,U
St Johns Intl,"St. John's",Canada,YYT,CYYT,47.61861,-52.751945,461,-3.5,A
Merle K Mudhole Smith,"Cordova",United States,CDV,PACV,60.491778,-145.477556,48,-9,A
Tansonnhat Intl,"Ho Chi Minh City",Vietnam,SGN,VVTS,10.818797,106.651856,33,7,U
Petersburg James A. Johnson,"Petersburg",United States,PSG,PAPG,56.801667,-132.945278,105,-9,A
King Khaled Intl,"Riyadh",Saudi Arabia,RUH,OERK,24.95764,46.698776,2049,3,U
General Heriberto Jara Intl,"Vera Cruz",Mexico,VER,MMVR,19.145931,-96.187267,90,-6,S
Ignacio Agramonte Intl,"Camaguey",Cuba,CMW,MUCM,21.420428,-77.847433,413,-5,U
Cairns Intl,"Cairns",Australia,CNS,YBCS,-16.885833,145.755278,10,10,N
Key Field,"Meridian",United States,MEI,KMEI,32.332624,-88.751868,297,-6,A
Le Lamentin,"Fort-de-france",Martinique,FDF,TFFF,14.591033,-61.003175,16,-4,U
Melville Hall,"Dominica",Dominica,DOM,TDPD,15.547028,-61.3,73,-4,U
New Chitose,"Sapporo",Japan,CTS,RJCC,42.7752,141.692283,82,9,U
Aniak Airport,"Aniak",United States,ANI,PANI,61.5816,-159.543,88,-9,A
Brainerd Lakes Rgnl,"Brainerd",United States,BRD,KBRD,46.398308,-94.138078,1226,-6,U
Owensboro Daviess County Airport,"Owensboro",United States,OWB,KOWB,37.7401,-87.1668,406,-6,A
Hermanos Serdan Intl,"Puebla",Mexico,PBC,MMPB,19.158144,-98.371447,7361,-6,S
Greater Moncton Intl,"Moncton",Canada,YQM,CYQM,46.112221,-64.678611,232,-4,A
Sloulin Fld Intl,"Williston",United States,ISN,KISN,48.177939,-103.642347,1982,-7,A
Valdez Pioneer Fld,"Valdez",United States,VDZ,PAVD,61.133949,-146.248342,118,-9,A
C P A Carlos Rovirosa Intl,"Villahermosa",Mexico,VSA,MMVA,17.997,-92.817361,46,-6,S
Worcester Regional Airport,"Worcester",United States,ORH,KORH,42.2673,-71.8757,1009,-5,U
Northern Maine Rgnl At Presque Isle,"Presque Isle",United States,PQI,KPQI,46.688958,-68.044797,534,-4,A
Malaga,"Malaga",Spain,AGP,LEMG,36.6749,-4.499106,52,1,E
Pierre Regional Airport,"Pierre",United States,PIR,KPIR,44.3827,-100.286,1742,-6,A
Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,GVNP,14.9245,-23.4935,230,-1,U
Hattiesburg Laurel Regional Airport,"Hattiesburg/Laurel",United States,PIB,KPIB,31.4671,-89.3371,298,-6,A
Del Norte County Airport,"Crescent City",United States,CEC,KCEC,41.7802,-124.237,57,-8,A
Sheridan County Airport,"Sheridan",United States,SHR,KSHR,44.7692,-106.98,4021,-7,A
Riverton Regional,"Riverton WY",United States,RIW,KRIW,43.064167,-108.459722,5525,-7,A
Chippewa County International Airport,"Sault Ste Marie",United States,CIU,KCIU,46.2508,-84.4724,800,-5,A
Falls Intl,"International Falls",United States,INL,KINL,48.566186,-93.403067,1185,-6,A
General Francisco Javier Mina Intl,"Tampico",Mexico,TAM,MMTM,22.29645,-97.865931,80,-6,S
Faleolo Intl,"Faleolo",Samoa,APW,NSFA,-13.829969,-172.008336,58,-11,U
Mason City Municipal,"Mason City",United States,MCW,KMCW,43.2247,-93.4067,1243,-5,A
George F L Charles,"Castries",Saint Lucia,SLU,TLPC,14.020228,-60.992936,22,-4,U
Del Rio Intl,"Del Rio",United States,DRT,KDRT,29.374208,-100.927158,1002,-6,A
Four Corners Rgnl,"Farmington",United States,FMN,KFMN,36.74125,-108.229944,5506,-7,A
Tupelo Regional Airport,"Tupelo",United States,TUP,KTUP,34.2681,-88.7699,346,-6,A
Loreto Intl,"Loreto",Mexico,LTO,MMLT,25.989194,-111.348361,34,-7,S
Unalakleet Airport,"Unalakleet",United States,UNK,PAUN,63.888333,-160.798889,21,-9,A
Friday Harbor Airport,"Friday Harbor",United States,FRD,KFHR,48.521944,-123.024444,113,-8,A
Sendai,"Sendai",Japan,SDJ,RJSS,38.139722,140.916944,15,9,U
Pohnpei Intl,"Pohnpei",Micronesia,PNI,PTPN,6.9851,158.208989,10,11,U
Muskegon County Airport,"Muskegon",United States,MKG,KMKG,43.1695,-86.2382,628,-5,A
New Bedford Regional Airport,"New Bedford",United States,EWB,KEWB,41.6761,-70.9569,80,-5,A
Rarotonga Intl,"Avarua",Cook Islands,RAR,NCRG,-21.202739,-159.805556,19,-10,U
Bahrain Intl,"Bahrain",Bahrain,BAH,OBBI,26.270834,50.63361,6,3,U
Greenbrier Valley Airport,"Lewisburg",United States,LWB,KLWB,37.858333,-80.399444,2302,-5,U
